code,component_type,component_id,coefficient
8.1.1.16,material,1671,0.8333
8.1.1.17,material,1654,0.077
8.1.1.17,material,1655,0.154
8.1.1.17,material,1672,0.8333
8.1.1.18,material,1654,0.077
8.1.1.18,material,1655,0.154
8.1.1.18,material,1673,0.8333
8.1.1.19,material,1654,0.0885
8.1.1.19,material,1655,0.1779
8.1.1.19,material,1674,0.8333
8.1.1.2,material,1654,0.025
8.1.1.2,material,1655,0.05
8.1.1.2,material,1657,0.8333
8.1.1.20,material,1654,0.096
8.1.1.20,material,1655,0.192
8.1.1.20,material,1675,0.8333
8.1.1.21,material,1654,0.0955
8.1.1.21,material,1655,0.191
8.1.1.21,material,1676,0.8333
8.1.1.22,material,1654,0.0955
8.1.1.22,material,1655,0.191
8.1.1.22,material,1677,0.8333
8.1.1.23,material,1654,0.0995
8.1.1.23,material,1655,0.199
8.1.1.23,material,1678,0.8333
8.1.1.24,material,1654,0.0985
8.1.1.24,material,1655,0.197
8.1.1.24,material,1679,0.8333
8.1.1.25,material,1654,0.1125
8.1.1.25,material,1655,0.225
8.1.1.25,material,1680,0.8333
8.1.1.26,material,1654,0.1125
8.1.1.26,material,1655,0.225
8.1.1.26,material,1681,0.8333
8.1.1.27,material,1654,0.1725
8.1.1.27,material,1655,0.345
8.1.1.27,material,1682,0.8333
8.1.1.3,material,1654,0.0325
8.1.1.3,material,1655,0.065
8.1.1.3,material,1658,0.8333
8.1.1.4,material,1654,0.0325
8.1.1.4,material,1655,0.065
8.1.1.4,material,1659,0.8333
8.1.1.5,material,1654,0.0325
8.1.1.5,material,1655,0.065
8.1.1.5,material,1660,0.8333
8.1.1.6,material,1654,0.0395
8.1.1.6,material,1655,0.079
8.1.1.6,material,1661,0.8333
8.1.1.7,material,1654,0.0395
8.1.1.7,material,1655,0.079
8.1.1.7,material,1662,0.8333
8.1.1.8,material,1654,0.0395
8.1.1.8,material,1655,0.079
8.1.1.8,material,1663,0.8333
8.1.1.9,material,1654,0.0445
8.1.1.9,material,1655,0.089
8.1.1.9,material,1664,0.8333
8.1.2.1,material,1655,0.05
8.1.2.1,material,1656,0.8333
8.1.2.1,material,1683,0.025
8.1.2.10,material,1655,0.089
8.1.2.10,material,1665,0.8333
8.1.2.10,material,1683,0.0445
8.1.2.11,material,1655,0.089
8.1.2.11,material,1666,0.8333
8.1.2.11,material,1683,0.0445
8.1.2.12,material,1655,0.11
8.1.2.12,material,1667,0.8333
8.1.2.12,material,1683,0.055
8.1.2.13,material,1655,0.109
8.1.2.13,material,1668,0.8333
8.1.2.13,material,1683,0.0545
8.1.2.14,material,1655,0.109
8.1.2.14,material,1669,0.8333
8.1.2.14,material,1683,0.0545
8.1.2.15,material,1655,0.133
8.1.2.15,material,1670,0.8333
8.1.2.15,material,1683,0.0665
8.1.2.16,material,1655,0.133
8.1.2.16,material,1671,0.8333
8.1.2.16,material,1683,0.0665
8.1.2.17,material,1655,0.154
8.1.2.17,material,1672,0.8333
8.1.2.17,material,1683,0.077
8.1.2.18,material,1655,0.154
8.1.2.18,material,1673,0.8333
8.1.2.18,material,1683,0.077
8.1.2.19,material,1655,0.177
8.1.2.19,material,1674,0.8333
8.1.2.19,material,1683,0.0885
8.1.2.2,material,1655,0.05
8.1.2.2,material,1657,0.8333
8.1.2.2,material,1683,0.025
8.1.2.20,material,1655,0.192
8.1.2.20,material,1675,0.8333
8.1.2.20,material,1683,0.096
8.1.2.21,material,1655,0.191
8.1.2.21,material,1676,0.8333
8.1.2.21,material,1683,0.0955
8.1.2.22,material,1655,0.191
8.1.2.22,material,1677,0.8333
8.1.2.22,material,1683,0.0955
8.1.2.23,material,1655,0.199
8.1.2.23,material,1678,0.8333
8.1.2.23,material,1683,0.0995
8.1.2.24,material,1655,0.197
8.1.2.24,material,1679,0.8333
8.1.2.24,material,1683,0.0985
8.1.2.25,material,1655,0.225
8.1.2.25,material,1680,0.8333
8.1.2.25,material,1683,0.1125
8.1.2.26,material,1655,0.225
8.1.2.26,material,1681,0.8333
8.1.2.26,material,1683,0.1125
8.1.2.27,material,1655,0.345
8.1.2.27,material,1682,0.8333
8.1.2.27,material,1683,0.1725
8.1.2.3,material,1655,0.065
8.1.2.3,material,1658,0.8333
8.1.2.3,material,1683,0.0325
8.1.2.4,material,1655,0.065
8.1.2.4,material,1659,0.8333
8.1.2.4,material,1683,0.0325
8.1.2.5,material,1655,0.065
8.1.2.5,material,1660,0.8333
8.1.2.5,material,1683,0.0325
8.1.2.6,material,1655,0.079
8.1.2.6,material,1661,0.8333
8.1.2.6,material,1683,0.0395
8.1.2.7,material,1655,0.079
8.1.2.7,material,1662,0.8333
8.1.2.7,material,1683,0.0395
8.1.2.8,material,1655,0.079
8.1.2.8,material,1663,0.8333
8.1.2.8,material,1683,0.0395
8.1.2.9,material,1655,0.089
8.1.2.9,material,1664,0.8333
8.1.2.9,material,1683,0.0445
8.1.3.1,material,1684,1.6667
8.1.3.10,material,1692,1.6667
8.1.3.11,material,1693,10.0
8.1.3.11,material,1694,2.6
8.1.3.2,material,1685,1.6667
8.1.3.3,material,1686,1.6667
8.1.3.4,material,1687,1.6667
8.1.3.5,material,1688,1.6667
8.1.3.6,material,1689,1.6667
8.1.3.7,material,1690,1.6667
8.1.3.8,material,1690,1.6667
8.1.3.9,material,1691,1.6667
8.2.1,material,1655,0.01
8.2.1,material,1683,0.01
8.2.1,material,1695,0.0156
8.2.1,material,1696,1.0
8.2.10,material,1655,0.03
8.2.10,material,1683,0.03
8.2.10,material,1695,0.1244
8.2.10,material,1705,1.0
8.2.11,material,1332,2.0
8.2.11,material,1655,0.04
8.2.11,material,1683,0.04
8.2.11,material,1695,0.2212
8.2.12,material,1655,0.05
8.2.12,material,1683,0.05
8.2.12,material,1695,0.2714
8.2.12,material,1706,2.0
8.2.2,material,1655,0.015
8.2.2,material,1683,0.015
8.2.2,material,1695,0.0203
8.2.2,material,1697,1.0
8.2.3,material,1655,0.015
8.2.3,material,1683,0.015
8.2.3,material,1695,0.0385
8.2.3,material,1698,1.0
8.2.4,material,1655,0.02
8.2.4,material,1683,0.02
8.2.4,material,1695,0.0622
8.2.4,material,1699,1.0
8.2.5,material,1655,0.03
8.2.5,material,1683,0.03
8.2.5,material,1695,0.1106
8.2.5,material,1700,2.0
8.2.6,material,1655,0.04
8.2.6,material,1683,0.04
8.2.6,material,1695,0.1357
8.2.6,material,1701,2.0
8.2.7,material,1655,0.015
8.2.7,material,1683,0.015
8.2.7,material,1695,0.0311
8.2.7,material,1702,1.0
8.2.8,material,1655,0.02
8.2.8,material,1683,0.02
8.2.8,material,1695,0.0553
8.2.8,material,1703,1.0
8.2.9,material,1655,0.025
8.2.9,material,1683,0.025
8.2.9,material,1695,0.077
8.2.9,material,1704,1.0
8.3.1,material,1654,0.1005
8.3.1,material,1654,0.1875
8.3.1,material,1655,0.201
8.3.1,material,1655,0.375
8.3.1,material,1712,1.0
8.3.1,material,1714,1.0
8.3.1.1,material,1654,0.0365
8.3.1.1,material,1655,0.073
8.3.1.1,material,1707,1.0
8.3.1.2,material,1654,0.0425
8.3.1.2,material,1655,0.085
8.3.1.2,material,1708,1.0
8.3.1.3,material,1654,0.0495
8.3.1.3,material,1655,0.099
8.3.1.3,material,1709,1.0
8.3.1.4,material,1654,0.0625
8.3.1.4,material,1655,0.125
8.3.1.4,material,1710,1.0
8.3.1.5,material,1654,0.0725
8.3.1.5,material,1655,0.145
8.3.1.5,material,1711,1.0
8.3.1.7,material,1654,0.1275
8.3.1.7,material,1655,0.255
8.3.1.7,material,1713,1.0
8.3.2.1,material,1655,0.073
8.3.2.1,material,1683,0.0365
8.3.2.1,material,1707,1.0
8.3.2.2,material,1655,0.085
8.3.2.2,material,1683,0.0425
8.3.2.2,material,1708,1.0
8.3.2.3,material,1655,0.099
8.3.2.3,material,1683,0.0495
8.3.2.3,material,1708,1.0
8.3.2.4,material,1655,0.125
8.3.2.4,material,1683,0.0625
8.3.2.4,material,1710,1.0
8.3.2.5,material,1655,0.145
8.3.2.5,material,1683,0.0725
8.3.2.5,material,1711,1.0
8.3.2.6,material,1655,0.201
8.3.2.6,material,1683,0.1005
8.3.2.6,material,1712,1.0
8.3.2.7,material,1655,0.255
8.3.2.7,material,1683,0.1275
8.3.2.7,material,1713,1.0
8.3.2.8,material,1655,0.375
8.3.2.8,material,1683,0.1875
8.3.2.8,material,1714,1.0
9.1.1.1,material,1715,1.0
9.1.1.10,material,1724,1.0
9.1.1.11,material,1725,1.0
9.1.1.12,material,1726,1.0
9.1.1.13,material,1727,1.0
9.1.1.14,material,1728,1.0
9.1.1.15,material,1729,1.0
9.1.1.16,material,1730,1.0
9.1.1.17,material,1731,1.0
9.1.1.18,material,1732,1.0
9.1.1.19,material,1733,1.0
9.1.1.2,material,1716,1.0
9.1.1.20,material,1734,1.0
9.1.1.21,material,1735,1.0
9.1.1.22,material,1736,1.0
9.1.1.3,material,1717,1.0
9.1.1.4,material,1718,1.0
9.1.1.5,material,1719,1.0
9.1.1.6,material,1720,1.0
9.1.1.7,material,1721,1.0
9.1.1.8,material,1722,1.0
9.1.1.9,material,1723,1.0
9.2.1.1,material,1737,1.0
9.2.1.10,material,1746,1.0
9.2.1.11,material,1747,1.0
9.2.1.12,material,1748,1.0
9.2.1.13,material,1749,1.0
9.2.1.14,material,1750,1.0
9.2.1.15,material,1751,1.0
9.2.1.16,material,1752,1.0
9.2.1.17,material,1753,1.0
9.2.1.18,material,1754,1.0
9.2.1.19,material,1755,1.0
9.2.1.2,material,1738,1.0
9.2.1.20,material,1756,1.0
9.2.1.21,material,1757,1.0
9.2.1.22,material,1758,1.0
9.2.1.3,material,1739,1.0
9.2.1.4,material,1740,1.0
9.2.1.5,material,1741,1.0
9.2.1.6,material,1742,1.0
9.2.1.7,material,1743,1.0
9.2.1.8,material,1744,1.0
9.2.1.9,material,1745,1.0
9.3.1.1,material,1759,1.0
9.3.1.10,material,1768,1.0
9.3.1.11,material,1769,1.0
9.3.1.12,material,1770,1.0
9.3.1.13,material,1771,1.0
9.3.1.14,material,1772,1.0
9.3.1.15,material,1773,1.0
9.3.1.16,material,1774,1.0
9.3.1.17,material,1775,1.0
9.3.1.18,material,1776,1.0
9.3.1.19,material,1777,1.0
9.3.1.2,material,1760,1.0
9.3.1.20,material,1778,1.0
9.3.1.21,material,1779,1.0
9.3.1.22,material,1780,1.0
9.3.1.3,material,1761,1.0
9.3.1.4,material,1762,1.0
9.3.1.5,material,1763,1.0
9.3.1.6,material,1764,1.0
9.3.1.7,material,1765,1.0
9.3.1.8,material,1766,1.0
9.3.1.9,material,1767,1.0
9.4.1.1,material,1781,1.0
9.4.1.10,material,1790,1.0
9.4.1.11,material,1791,1.0
9.4.1.12,material,1792,1.0
9.4.1.13,material,1793,1.0
9.4.1.14,material,1794,1.0
9.4.1.15,material,1795,1.0
9.4.1.2,material,1782,1.0
9.4.1.3,material,1783,1.0
9.4.1.4,material,1784,1.0
9.4.1.5,material,1785,1.0
9.4.1.6,material,1786,1.0
9.4.1.7,material,1787,1.0
9.4.1.8,material,1788,1.0
9.4.1.9,material,1789,1.0
9.5.1.1,material,1796,1.0
9.5.1.10,material,1805,1.0
9.5.1.11,material,1806,1.0
9.5.1.12,material,1807,1.0
9.5.1.13,material,1808,1.0
9.5.1.14,material,1809,1.0
9.5.1.15,material,1810,1.0
9.5.1.16,material,1811,1.0
9.5.1.2,material,1797,1.0
9.5.1.3,material,1798,1.0
9.5.1.4,material,1799,1.0
9.5.1.5,material,1800,1.0
9.5.1.6,material,1801,1.0
9.5.1.7,material,1802,1.0
9.5.1.8,material,1803,1.0
9.5.1.9,material,1804,1.0
9.6.1.1,material,15,2.7
9.6.1.1,material,70,0.018
9.6.1.1,material,122,0.016
9.6.1.1,material,1812,1.0
9.6.1.2,material,15,3.38
9.6.1.2,material,70,0.023
9.6.1.2,material,122,0.02
9.6.1.2,material,1813,1.0
9.6.1.3,material,15,4.22
9.6.1.3,material,70,0.028
9.6.1.3,material,122,0.025
9.6.1.3,material,1814,1.0
9.6.1.4,material,15,5.27
9.6.1.4,material,70,0.035
9.6.1.4,material,122,0.031
9.6.1.4,material,1815,1.0
9.6.1.5,material,15,6.59
9.6.1.5,material,70,0.044
9.6.1.5,material,122,0.039
9.6.1.5,material,1816,1.0
9.6.1.6,material,15,8.24
9.6.1.6,material,70,0.055
9.6.1.6,material,122,0.049
9.6.1.6,material,1817,1.0
9.6.1.7,material,15,10.3
9.6.1.7,material,70,0.069
9.6.1.7,material,122,0.061
9.6.1.7,material,1818,1.0
9.6.1.8,material,15,10.3
9.6.1.8,material,70,0.069
9.6.1.8,material,122,0.061
9.6.1.8,material,1819,1.0
9.6.1.9,material,15,11.33
9.6.1.9,material,70,0.08
9.6.1.9,material,122,0.07
9.6.1.9,material,1820,1.0
9.7.2.1,material,1821,1.0
9.7.2.10,material,1830,1.0
9.7.2.11,material,1831,1.0
9.7.2.12,material,1832,1.0
9.7.2.13,material,1833,1.0
9.7.2.14,material,1834,1.0
9.7.2.15,material,1835,1.0
9.7.2.16,material,1836,1.0
9.7.2.17,material,1837,1.0
9.7.2.18,material,1838,1.0
9.7.2.19,material,1839,1.0
9.7.2.2,material,1822,1.0
9.7.2.20,material,1840,1.0
9.7.2.21,material,1841,1.0
9.7.2.22,material,1842,1.0
9.7.2.23,material,1843,1.0
9.7.2.24,material,1844,1.0
9.7.2.3,material,1823,1.0
9.7.2.4,material,1824,1.0
9.7.2.5,material,1825,1.0
9.7.2.6,material,1826,1.0
9.7.2.7,material,1827,1.0
9.7.2.8,material,1828,1.0
9.7.2.9,material,1829,1.0
9.7.3.1,material,1845,1.0
9.7.3.10,material,1854,1.0
9.7.3.11,material,1855,1.0
9.7.3.12,material,1856,1.0
9.7.3.13,material,1857,1.0
9.7.3.14,material,1858,1.0
9.7.3.15,material,1859,1.0
9.7.3.16,material,1860,1.0
9.7.3.17,material,1861,1.0
9.7.3.18,material,1862,1.0
9.7.3.19,material,1863,1.0
9.7.3.2,material,1846,1.0
9.7.3.20,material,1864,1.0
9.7.3.21,material,1865,1.0
9.7.3.22,material,1866,1.0
9.7.3.23,material,1867,1.0
9.7.3.24,material,1868,1.0
9.7.3.3,material,1847,1.0
9.7.3.4,material,1848,1.0
9.7.3.5,material,1849,1.0
9.7.3.6,material,1850,1.0
9.7.3.7,material,1851,1.0
9.7.3.8,material,1852,1.0
9.7.3.9,material,1853,1.0
9.9.9.5,material,348,0.6
9.9.9.5,material,349,1.05
