id,ahs_code,component_type,component_id,quantity,coefficient
9958,6.5.6.1,material,1529,1.15,
9959,6.5.6.2,labor,10,0.079,
9960,6.5.6.2,labor,27,0.131,
9961,6.5.6.2,labor,12,0.013,
9962,6.5.6.2,labor,13,0.004,
9963,6.5.6.2,material,1530,1.15,
9964,6.5.6.3,labor,10,0.105,
9965,6.5.6.3,labor,27,0.175,
9966,6.5.6.3,labor,12,0.017,
9967,6.5.6.3,labor,13,0.005,
9968,6.5.6.3,material,1517,1.15,
9969,6.5.5.4,labor,10,0.148,
9970,6.5.5.4,labor,27,0.247,
9971,6.5.5.4,labor,12,0.025,
9972,6.5.5.4,labor,13,0.007,
9973,6.5.5.4,material,1531,1.15,
9974,6.5.5.5,labor,10,0.157,
9975,6.5.5.5,labor,27,0.262,
9976,6.5.5.5,labor,12,0.026,
9977,6.5.5.5,labor,13,0.008,
9978,6.5.5.5,material,1532,1.15,
9979,6.5.6.6,labor,10,0.207,
9980,6.5.6.6,labor,27,0.346,
9981,6.5.6.6,labor,12,0.035,
9982,6.5.6.6,labor,13,0.01,
9983,6.5.6.6,material,1533,1.15,
9984,6.5.6.7,labor,10,0.26,
9985,6.5.6.7,labor,27,0.433,
9986,6.5.6.7,labor,12,0.043,
9987,6.5.6.7,labor,13,0.013,
9988,6.5.6.7,material,1534,1.15,
9989,6.5.6.8,labor,10,0.471,
9990,6.5.6.8,labor,27,0.787,
9991,6.5.6.8,labor,12,0.079,
9992,6.5.6.8,labor,13,0.024,
9993,6.5.6.8,material,1535,1.3,
9994,6.5.6.9,labor,10,0.631,
9995,6.5.6.9,labor,27,1.054,
9996,6.5.6.9,labor,12,0.105,
9997,6.5.6.9,labor,13,0.032,
9998,6.5.6.9,material,1536,1.3,
9999,6.5.6.10,labor,10,0.788,
10000,6.5.6.10,labor,27,1.316,
10001,6.5.6.10,labor,12,0.132,
10002,6.5.6.10,labor,13,0.039,
10003,6.5.6.10,material,1537,1.3,
10004,6.5.6.11,labor,10,0.945,
10005,6.5.6.11,labor,27,1.579,
10006,6.5.6.11,labor,12,0.158,
10007,6.5.6.11,labor,13,0.047,
10008,6.5.6.11,material,1538,1.3,
10009,6.5.6.12,labor,10,1.26,
10010,6.5.6.12,labor,27,2.103,
10011,6.5.6.12,labor,12,0.21,
10012,6.5.6.12,labor,13,0.063,
10013,6.5.6.12,material,1539,1.3,
10014,6.5.6.13,labor,10,1.574,
10015,6.5.6.13,labor,27,2.628,
10016,6.5.6.13,labor,12,0.263,
10017,6.5.6.13,labor,13,0.079,
10018,6.5.6.13,material,1540,1.3,
10019,6.5.6.14,labor,10,1.886,
10020,6.5.6.14,labor,27,3.149,
10021,6.5.6.14,labor,12,0.315,
10022,6.5.6.14,labor,13,0.094,
10023,6.5.6.14,material,1541,1.3,
10024,6.5.6.15,labor,10,2.202,
10025,6.5.6.15,labor,27,3.678,
10026,6.5.6.15,labor,12,0.368,
10027,6.5.6.15,labor,13,0.11,
10028,6.5.6.15,material,1542,1.3,
10029,6.5.7.1,labor,10,0.052,
10030,6.5.7.1,labor,27,0.087,
10031,6.5.7.1,labor,12,0.009,
10032,6.5.7.1,labor,13,0.003,
10033,6.5.7.1,material,1543,1.15,
10034,6.5.7.2,labor,10,0.079,
10035,6.5.7.2,labor,27,0.131,
10036,6.5.7.2,labor,12,0.013,
10037,6.5.7.2,labor,13,0.004,
10038,6.5.7.2,material,1544,1.15,
10039,6.5.7.3,labor,10,0.105,
10040,6.5.7.3,labor,27,0.175,
10041,6.5.7.3,labor,12,0.017,
10042,6.5.7.3,labor,13,0.005,
10043,6.5.7.3,material,1545,1.15,
10044,6.5.7.4,labor,10,0.129,
10045,6.5.7.4,labor,27,0.215,
10046,6.5.7.4,labor,12,0.021,
10047,6.5.7.4,labor,13,0.006,
10048,6.5.7.4,material,1546,1.15,
10049,6.5.7.5,labor,10,0.157,
10050,6.5.7.5,labor,27,0.262,
10051,6.5.7.5,labor,12,0.026,
10052,6.5.7.5,labor,13,0.008,
10053,6.5.7.5,material,1547,1.15,
10054,6.5.7.6,labor,10,0.207,
10055,6.5.7.6,labor,27,0.346,
10056,6.5.7.6,labor,12,0.035,
10057,6.5.7.6,labor,13,0.01,
10058,6.5.7.6,material,1548,1.15,
10059,6.5.7.7,labor,10,0.26,
10060,6.5.7.7,labor,27,0.433,
10061,6.5.7.7,labor,12,0.043,
10062,6.5.7.7,labor,13,0.013,
10063,6.5.7.7,material,1549,1.15,
10064,6.5.7.8,labor,10,0.471,
10065,6.5.7.8,labor,27,0.787,
10066,6.5.7.8,labor,12,0.079,
10067,6.5.7.8,labor,13,0.024,
10068,6.5.7.8,material,1550,1.3,
10069,6.5.7.9,labor,10,0.631,
10070,6.5.7.9,labor,27,1.054,
10071,6.5.7.9,labor,12,0.105,
10072,6.5.7.9,labor,13,0.032,
10073,6.5.7.9,material,1551,1.3,
10074,6.5.7.10,labor,10,0.788,
10075,6.5.7.10,labor,27,1.316,
10076,6.5.7.10,labor,12,0.132,
10077,6.5.7.10,labor,13,0.039,
10078,6.5.7.10,material,1552,1.3,
10079,6.5.7.11,labor,10,0.945,
10080,6.5.7.11,labor,27,1.579,
10081,6.5.7.11,labor,12,0.158,
10082,6.5.7.11,labor,13,0.047,
10083,6.5.7.11,material,1553,1.3,
10084,6.5.7.12,labor,10,1.26,
10085,6.5.7.12,labor,27,2.103,
10086,6.5.7.12,labor,12,0.21,
10087,6.5.7.12,labor,13,0.063,
10088,6.5.7.12,material,1554,1.3,
10089,6.5.7.13,labor,10,1.574,
10090,6.5.7.13,labor,27,2.628,
10091,6.5.7.13,labor,12,0.263,
10092,6.5.7.13,labor,13,0.079,
10093,6.5.7.13,material,1555,1.3,
10094,6.5.7.14,labor,10,1.65,
10095,6.5.7.14,labor,27,2.756,
10096,6.5.7.14,labor,12,0.276,
10097,6.5.7.14,labor,13,0.083,
10098,6.5.7.14,material,1556,1.3,
10099,6.5.7.23,labor,10,1.886,
10100,6.5.7.23,labor,27,3.149,
10101,6.5.7.23,labor,12,0.315,
10102,6.5.7.23,labor,13,0.094,
10103,6.5.7.23,material,1556,1.3,
10104,6.5.7.24,labor,10,2.202,
10105,6.5.7.24,labor,27,3.678,
10106,6.5.7.24,labor,12,0.368,
10107,6.5.7.24,labor,13,0.11,
10108,6.5.7.24,material,1557,1.3,
10109,6.5.8.1,labor,10,0.207,
10110,6.5.8.1,labor,27,0.346,
10111,6.5.8.1,labor,12,0.035,
10112,6.5.8.1,labor,13,0.01,
10113,6.5.8.1,material,1558,1.15,
10114,6.5.8.2,labor,10,0.26,
10115,6.5.8.2,labor,27,0.433,
10116,6.5.8.2,labor,12,0.043,
10117,6.5.8.2,labor,13,0.013,
10118,6.5.8.2,material,1559,1.15,
10119,6.5.8.3,labor,10,0.471,
10120,6.5.8.3,labor,27,0.787,
10121,6.5.8.3,labor,12,0.079,
10122,6.5.8.3,labor,13,0.024,
10123,6.5.8.3,material,1560,1.3,
10124,6.5.8.4,labor,10,0.631,
10125,6.5.8.4,labor,27,1.054,
10126,6.5.8.4,labor,12,0.105,
10127,6.5.8.4,labor,13,0.032,
10128,6.5.8.4,material,1561,1.3,
10129,6.5.8.5,labor,10,0.788,
10130,6.5.8.5,labor,27,1.316,
10131,6.5.8.5,labor,12,0.132,
10132,6.5.8.5,labor,13,0.039,
10133,6.5.8.5,material,1562,1.3,
10134,6.5.8.6,labor,10,0.945,
10135,6.5.8.6,labor,27,1.579,
10136,6.5.8.6,labor,12,0.158,
10137,6.5.8.6,labor,13,0.047,
10138,6.5.8.6,material,1563,1.3,
10139,6.5.8.7,labor,10,1.26,
10140,6.5.8.7,labor,27,2.103,
10141,6.5.8.7,labor,12,0.21,
10142,6.5.8.7,labor,13,0.063,
10143,6.5.8.7,material,1564,1.3,
10144,6.5.8.8,labor,10,1.574,
10145,6.5.8.8,labor,27,2.628,
10146,6.5.8.8,labor,12,0.263,
10147,6.5.8.8,labor,13,0.079,
10148,6.5.8.8,material,1565,1.3,
10149,6.5.8.9,labor,10,1.65,
10150,6.5.8.9,labor,27,2.756,
10151,6.5.8.9,labor,12,0.276,
10152,6.5.8.9,labor,13,0.083,
10153,6.5.8.9,material,1566,1.3,
10154,6.5.8.10,labor,10,1.886,
10155,6.5.8.10,labor,27,3.149,
10156,6.5.8.10,labor,12,0.315,
10157,6.5.8.10,labor,13,0.094,
10158,6.5.8.10,material,1566,1.3,
10159,6.5.9.1,labor,10,0.052,
10160,6.5.9.1,labor,27,0.087,
10161,6.5.9.1,labor,12,0.009,
10162,6.5.9.1,labor,13,0.003,
10163,6.5.9.1,material,1567,1.15,
10164,6.5.9.2,labor,10,0.079,
10165,6.5.9.2,labor,27,0.131,
10166,6.5.9.2,labor,12,0.013,
10167,6.5.9.2,labor,13,0.004,
10168,6.5.9.2,material,1568,1.15,
10169,6.5.9.3,labor,10,0.105,
10170,6.5.9.3,labor,27,0.175,
10171,6.5.9.3,labor,12,0.017,
10172,6.5.9.3,labor,13,0.005,
10173,6.5.9.3,material,1569,1.15,
10174,6.5.9.4,labor,10,0.129,
10175,6.5.9.4,labor,27,0.215,
10176,6.5.9.4,labor,12,0.021,
10177,6.5.9.4,labor,13,0.006,
10178,6.5.9.4,material,1570,1.15,
10179,6.5.9.5,labor,10,0.157,
10180,6.5.9.5,labor,27,0.262,
10181,6.5.9.5,labor,12,0.026,
10182,6.5.9.5,labor,13,0.008,
10183,6.5.9.5,material,1571,1.15,
10184,6.5.9.6,labor,10,0.207,
10185,6.5.9.6,labor,27,0.346,
10186,6.5.9.6,labor,12,0.035,
10187,6.5.9.6,labor,13,0.01,
10188,6.5.9.6,material,1572,1.15,
10189,6.5.9.7,labor,10,0.26,
10190,6.5.9.7,labor,27,0.433,
10191,6.5.9.7,labor,12,0.043,
10192,6.5.9.7,labor,13,0.013,
10193,6.5.9.7,material,1573,1.15,
10194,6.5.9.8,labor,10,0.471,
10195,6.5.9.8,labor,27,0.787,
10196,6.5.9.8,labor,12,0.079,
10197,6.5.9.8,labor,13,0.024,
10198,6.5.9.8,material,1574,1.3,
10199,6.5.9.9,labor,10,0.631,
10200,6.5.9.9,labor,27,1.054,
10201,6.5.9.9,labor,12,0.105,
10202,6.5.9.9,labor,13,0.032,
10203,6.5.9.9,material,1575,1.3,
10204,6.5.9.10,labor,10,0.788,
10205,6.5.9.10,labor,27,1.316,
10206,6.5.9.10,labor,12,0.132,
10207,6.5.9.10,labor,13,0.039,
10208,6.5.9.10,material,1576,1.3,
10209,6.5.9.11,labor,10,0.945,
10210,6.5.9.11,labor,27,1.579,
10211,6.5.9.11,labor,12,0.158,
10212,6.5.9.11,labor,13,0.047,
10213,6.5.9.11,material,1577,1.3,
10214,6.5.9.12,labor,10,1.26,
10215,6.5.9.12,labor,27,2.103,
10216,6.5.9.12,labor,12,0.21,
10217,6.5.9.12,labor,13,0.063,
10218,6.5.9.12,material,1578,1.3,
10219,6.5.10.1,labor,10,0.052,
10220,6.5.10.1,labor,27,0.087,
10221,6.5.10.1,labor,12,0.009,
10222,6.5.10.1,labor,13,0.003,
10223,6.5.10.1,material,1579,1.15,
10224,6.5.10.1,material,1463,1.0,
10225,6.5.10.2,labor,10,0.105,
10226,6.5.10.2,labor,27,0.175,
10227,6.5.10.2,labor,12,0.017,
10228,6.5.10.2,labor,13,0.005,
10229,6.5.10.2,material,1580,1.15,
10230,6.5.10.2,material,1465,1.0,
10231,6.5.10.3,labor,10,0.207,
10232,6.5.10.3,labor,27,0.346,
10233,6.5.10.3,labor,12,0.035,
10234,6.5.10.3,labor,13,0.01,
10235,6.5.10.3,material,1581,1.15,
10236,6.5.10.3,material,1468,1.0,
10237,6.5.10.4,labor,10,0.471,
10238,6.5.10.4,labor,27,0.787,
10239,6.5.10.4,labor,12,0.079,
10240,6.5.10.4,labor,13,0.024,
10241,6.5.10.4,material,1582,1.3,
10242,6.5.10.4,material,1470,1.0,
10243,6.5.10.5,labor,10,0.631,
10244,6.5.10.5,labor,27,1.054,
10245,6.5.10.5,labor,12,0.105,
10246,6.5.10.5,labor,13,0.032,
10247,6.5.10.5,material,1583,1.3,
10248,6.5.10.5,material,1471,1.0,
10249,6.5.10.9,labor,10,0.471,
10250,6.5.10.9,labor,27,0.787,
10251,6.5.10.9,labor,12,0.079,
10252,6.5.10.9,labor,13,0.024,
10253,6.5.10.9,material,1583,1.3,
10254,6.5.10.9,material,1471,1.0,
10255,6.5.10.10,labor,10,0.631,
10256,6.5.10.10,labor,27,1.054,
10257,6.5.10.10,labor,12,0.105,
10258,6.5.10.10,labor,13,0.032,
10259,6.5.10.10,material,1582,1.3,
10260,6.5.10.10,material,1470,1.0,
10261,6.5.11.1,labor,10,0.052,
10262,6.5.11.1,labor,27,0.087,
10263,6.5.11.1,labor,12,0.009,
10264,6.5.11.1,labor,13,0.003,
10265,6.5.11.1,material,1584,1.15,
10266,6.5.11.2,labor,10,0.079,
10267,6.5.11.2,labor,27,0.131,
10268,6.5.11.2,labor,12,0.013,
10269,6.5.11.2,labor,13,0.004,
10270,6.5.11.2,material,1585,1.15,
10271,6.5.11.3,labor,10,0.105,
10272,6.5.11.3,labor,27,0.175,
10273,6.5.11.3,labor,12,0.017,
10274,6.5.11.3,labor,13,0.005,
10275,6.5.11.3,material,1586,1.15,
10276,6.5.11.4,labor,10,0.157,
10277,6.5.11.4,labor,27,0.262,
10278,6.5.11.4,labor,12,0.026,
10279,6.5.11.4,labor,13,0.008,
10280,6.5.11.4,material,1587,1.15,
10281,6.5.11.5,labor,10,0.207,
10282,6.5.11.5,labor,27,0.346,
10283,6.5.11.5,labor,12,0.035,
10284,6.5.11.5,labor,13,0.01,
10285,6.5.11.5,material,1588,1.15,
10286,6.5.11.6,labor,10,0.471,
10287,6.5.11.6,labor,27,0.787,
10288,6.5.11.6,labor,12,0.079,
10289,6.5.11.6,labor,13,0.024,
10290,6.5.11.6,material,1589,1.3,
10291,6.5.11.7,labor,10,0.631,
10292,6.5.11.7,labor,27,1.054,
10293,6.5.11.7,labor,12,0.105,
10294,6.5.11.7,labor,13,0.032,
10295,6.5.11.7,material,1590,1.3,
10296,6.5.11.8,labor,10,0.945,
10297,6.5.11.8,labor,27,1.579,
10298,6.5.11.8,labor,12,0.158,
10299,6.5.11.8,labor,13,0.047,
10300,6.5.11.8,material,1591,1.3,
10301,6.5.11.9,labor,10,1.26,
10302,6.5.11.9,labor,27,2.103,
10303,6.5.11.9,labor,12,0.21,
10304,6.5.11.9,labor,13,0.063,
10305,6.5.11.9,material,1592,1.3,
10306,6.5.11.10,labor,10,1.574,
10307,6.5.11.10,labor,27,2.628,
10308,6.5.11.10,labor,12,0.263,
10309,6.5.11.10,labor,13,0.079,
10310,6.5.11.10,material,1593,1.3,
10311,6.5.11.11,labor,10,1.886,
10312,6.5.11.11,labor,27,3.149,
10313,6.5.11.11,labor,12,0.315,
10314,6.5.11.11,labor,13,0.094,
10315,6.5.11.11,material,1594,1.3,
10316,6.5.11.12,labor,10,2.202,
10317,6.5.11.12,labor,27,3.678,
10318,6.5.11.12,labor,12,0.368,
10319,6.5.11.12,labor,13,0.11,
10320,6.5.11.12,material,1595,1.3,
10321,6.5.11.13,labor,10,0.631,
10322,6.5.11.13,labor,27,1.054,
10323,6.5.11.13,labor,12,0.105,
10324,6.5.11.13,labor,13,0.032,
10325,6.5.11.13,material,1596,1.3,
10326,6.5.12.1,labor,10,0.094,
10327,6.5.12.1,labor,27,0.157,
10328,6.5.12.1,labor,12,0.016,
10329,6.5.12.1,labor,13,0.005,
10330,6.5.12.1,material,1597,1.1,
10331,6.5.12.2,labor,10,0.115,
10332,6.5.12.2,labor,27,0.193,
10333,6.5.12.2,labor,12,0.019,
10334,6.5.12.2,labor,13,0.006,
10335,6.5.12.2,material,1598,1.1,
10336,6.5.12.3,labor,10,0.183,
10337,6.5.12.3,labor,27,0.306,
10338,6.5.12.3,labor,12,0.031,
10339,6.5.12.3,labor,13,0.009,
10340,6.5.12.3,material,1599,1.1,
10341,6.5.12.4,labor,10,0.244,
10342,6.5.12.4,labor,27,0.408,
10343,6.5.12.4,labor,12,0.041,
10344,6.5.12.4,labor,13,0.012,
10345,6.5.12.4,material,1600,1.1,
10346,6.5.12.5,labor,10,0.305,
10347,6.5.12.5,labor,27,0.509,
10348,6.5.12.5,labor,12,0.051,
10349,6.5.12.5,labor,13,0.015,
10350,6.5.12.5,material,1601,1.1,
10351,6.5.12.6,labor,10,0.367,
10352,6.5.12.6,labor,27,0.612,
10353,6.5.12.6,labor,12,0.061,
10354,6.5.12.6,labor,13,0.018,
10355,6.5.12.6,material,1602,1.1,
10356,6.5.12.7,labor,10,0.488,
10357,6.5.12.7,labor,27,0.815,
10358,6.5.12.7,labor,12,0.082,
10359,6.5.12.7,labor,13,0.024,
10360,6.5.12.7,material,1603,1.1,
10361,6.5.13.1,labor,10,0.138,
10362,6.5.13.1,labor,27,0.231,
10363,6.5.13.1,labor,12,0.023,
10364,6.5.13.1,labor,13,0.007,
10365,6.5.13.1,material,1604,1.25,
10366,6.5.13.2,labor,10,0.173,
10367,6.5.13.2,labor,27,0.289,
10368,6.5.13.2,labor,12,0.029,
10369,6.5.13.2,labor,13,0.009,
10370,6.5.13.2,material,1605,1.25,
10371,6.5.13.3,labor,10,0.208,
10372,6.5.13.3,labor,27,0.348,
10373,6.5.13.3,labor,12,0.035,
10374,6.5.13.3,labor,13,0.01,
10375,6.5.13.3,material,1606,1.25,
10376,6.5.13.4,labor,10,0.269,
10377,6.5.13.4,labor,27,0.449,
10378,6.5.13.4,labor,12,0.045,
10379,6.5.13.4,labor,13,0.013,
10380,6.5.13.4,material,1607,1.25,
10381,6.5.13.5,labor,10,0.344,
10382,6.5.13.5,labor,27,0.575,
10383,6.5.13.5,labor,12,0.057,
10384,6.5.13.5,labor,13,0.017,
10385,6.5.13.5,material,1608,1.25,
10386,6.5.13.6,labor,10,0.413,
10387,6.5.13.6,labor,27,0.69,
10388,6.5.13.6,labor,12,0.069,
10389,6.5.13.6,labor,13,0.021,
10390,6.5.13.6,material,1609,1.25,
10391,6.5.13.7,labor,10,0.55,
10392,6.5.13.7,labor,27,0.919,
10393,6.5.13.7,labor,12,0.092,
10394,6.5.13.7,labor,13,0.028,
10395,6.5.13.7,material,1610,1.25,
10396,6.5.13.8,labor,10,0.688,
10397,6.5.13.8,labor,27,1.149,
10398,6.5.13.8,labor,12,0.115,
10399,6.5.13.8,labor,13,0.034,
10400,6.5.13.8,material,1611,1.25,
10401,6.5.13.9,labor,10,0.824,
10402,6.5.13.9,labor,27,1.376,
10403,6.5.13.9,labor,12,0.138,
10404,6.5.13.9,labor,13,0.041,
10405,6.5.13.9,material,1612,1.25,
10406,6.5.14.1,labor,10,0.138,
10407,6.5.14.1,labor,27,0.231,
10408,6.5.14.1,labor,12,0.023,
10409,6.5.14.1,labor,13,0.007,
10410,6.5.14.1,material,1613,1.15,
10411,6.5.14.2,labor,10,0.173,
10412,6.5.14.2,labor,27,0.289,
10413,6.5.14.2,labor,12,0.029,
10414,6.5.14.2,labor,13,0.009,
10415,6.5.14.2,material,1614,1.25,
10416,6.5.14.3,labor,10,0.208,
10417,6.5.14.3,labor,27,0.348,
10418,6.5.14.3,labor,12,0.035,
10419,6.5.14.3,labor,13,0.01,
10420,6.5.14.3,material,1615,1.25,
10421,6.5.14.4,labor,10,0.269,
10422,6.5.14.4,labor,27,0.449,
10423,6.5.14.4,labor,12,0.045,
10424,6.5.14.4,labor,13,0.013,
10425,6.5.14.4,material,1616,1.25,
10426,6.5.14.5,labor,10,0.413,
10427,6.5.14.5,labor,27,0.69,
10428,6.5.14.5,labor,12,0.069,
10429,6.5.14.5,labor,13,0.021,
10430,6.5.14.5,material,1617,1.25,
10431,6.5.14.6,labor,10,0.55,
10432,6.5.14.6,labor,27,0.919,
10433,6.5.14.6,labor,12,0.092,
10434,6.5.14.6,labor,13,0.028,
10435,6.5.14.6,material,1618,1.25,
10436,6.5.15.1,labor,10,0.094,
10437,6.5.15.1,labor,27,0.157,
10438,6.5.15.1,labor,12,0.016,
10439,6.5.15.1,labor,13,0.005,
10440,6.5.15.1,material,1619,1.1,
10441,6.5.15.2,labor,10,0.183,
10442,6.5.15.2,labor,27,0.306,
10443,6.5.15.2,labor,12,0.031,
10444,6.5.15.2,labor,13,0.009,
10445,6.5.15.2,material,1620,1.1,
10446,6.5.15.3,labor,10,0.244,
10447,6.5.15.3,labor,27,0.408,
10448,6.5.15.3,labor,12,0.041,
10449,6.5.15.3,labor,13,0.021,
10450,6.5.15.3,material,1621,1.1,
10451,6.5.16.1,labor,10,0.521,
10452,6.5.16.1,labor,27,0.871,
10453,6.5.16.1,labor,12,0.087,
10454,6.5.16.1,labor,13,0.026,
10455,6.5.16.1,material,1622,1.15,
10456,6.5.16.2,labor,10,0.636,
10457,6.5.16.2,labor,27,1.062,
10458,6.5.16.2,labor,12,0.106,
10459,6.5.16.2,labor,13,0.032,
10460,6.5.16.2,material,1623,1.15,
10461,6.5.16.3,labor,10,0.764,
10462,6.5.16.3,labor,27,1.276,
10463,6.5.16.3,labor,12,0.128,
10464,6.5.16.3,labor,13,0.038,
10465,6.5.16.3,material,1624,1.3,
10466,6.5.16.4,labor,10,1.021,
10467,6.5.16.4,labor,27,1.706,
10468,6.5.16.4,labor,12,0.171,
10469,6.5.16.4,labor,13,0.051,
10470,6.5.16.4,material,1625,1.3,
10471,6.5.16.5,labor,10,1.542,
10472,6.5.16.5,labor,27,2.575,
10473,6.5.16.5,labor,12,0.257,
10474,6.5.16.5,labor,13,0.077,
10475,6.5.16.5,material,1626,1.3,
10476,6.5.16.6,labor,10,2.031,
10477,6.5.16.6,labor,27,3.392,
10478,6.5.16.6,labor,12,0.339,
10479,6.5.16.6,labor,13,0.102,
10480,6.5.16.6,material,1627,1.3,
10481,6.5.17.1,labor,10,0.024,
10482,6.5.17.1,labor,27,0.04,
10483,6.5.17.1,labor,12,0.004,
10484,6.5.17.1,labor,13,0.001,
10485,6.5.17.1,material,1628,1.15,
10486,6.5.17.2,labor,10,0.048,
10487,6.5.17.2,labor,27,0.08,
10488,6.5.17.2,labor,12,0.008,
10489,6.5.17.2,labor,13,0.002,
10490,6.5.17.2,material,1629,1.15,
10491,6.5.17.3,labor,10,0.094,
10492,6.5.17.3,labor,27,0.157,
10493,6.5.17.3,labor,12,0.016,
10494,6.5.17.3,labor,13,0.005,
10495,6.5.17.3,material,1630,1.15,
10496,6.5.17.4,labor,10,0.183,
10497,6.5.17.4,labor,27,0.306,
10498,6.5.17.4,labor,12,0.031,
10499,6.5.17.4,labor,13,0.009,
10500,6.5.17.4,material,1631,1.15,
10501,6.5.17.5,labor,10,0.244,
10502,6.5.17.5,labor,27,0.408,
10503,6.5.17.5,labor,12,0.041,
10504,6.5.17.5,labor,13,0.012,
10505,6.5.17.5,material,1632,1.15,
10506,6.5.17.6,labor,10,0.365,
10507,6.5.17.6,labor,27,0.61,
10508,6.5.17.6,labor,12,0.061,
10509,6.5.17.6,labor,13,0.018,
10510,6.5.17.6,material,1633,1.15,
10511,6.5.18.1,labor,10,0.094,
10512,6.5.18.1,labor,27,0.157,
10513,6.5.18.1,labor,12,0.016,
10514,6.5.18.1,labor,13,0.05,
10515,6.5.18.1,material,1634,1.1,
10516,6.5.19.1,labor,10,0.192,
10517,6.5.19.1,labor,27,0.32,
10518,6.5.19.1,labor,12,0.032,
10519,6.5.19.1,labor,13,0.01,
10520,6.5.19.1,material,1635,1.05,
10521,6.5.20.1,labor,10,0.129,
10522,6.5.20.1,labor,27,0.215,
10523,6.5.20.1,labor,12,0.021,
10524,6.5.20.1,labor,13,0.006,
10525,6.5.20.1,material,1636,1.05,
10526,6.5.21.1,labor,10,0.244,
10527,6.5.21.1,labor,27,0.408,
10528,6.5.21.1,labor,12,0.041,
10529,6.5.21.1,labor,13,0.012,
10530,6.5.21.1,material,1637,1.3,
10531,6.5.22.1,labor,10,0.548,
10532,6.5.22.1,labor,27,1.095,
10533,6.5.22.1,labor,12,0.11,
10534,6.5.22.1,labor,13,0.033,
10535,6.5.22.1,material,1638,1.4,
10536,6.5.23.1,labor,10,1.096,
10537,6.5.23.1,labor,27,2.193,
10538,6.5.23.1,labor,12,0.219,
10539,6.5.23.1,labor,13,0.066,
10540,6.5.23.1,material,1639,1.4,
10541,6.5.23.2,labor,10,1.375,
10542,6.5.23.2,labor,27,2.75,
10543,6.5.23.2,labor,12,0.275,
10544,6.5.23.2,labor,13,0.083,
10545,6.5.23.2,material,1640,1.4,
10546,6.5.24.1,labor,10,0.048,
10547,6.5.24.1,labor,27,0.08,
10548,6.5.24.1,labor,12,0.008,
10549,6.5.24.1,labor,13,0.002,
10550,6.5.24.1,material,1641,1.1,
10551,6.5.24.2,labor,10,0.062,
10552,6.5.24.2,labor,27,0.103,
10553,6.5.24.2,labor,12,0.01,
10554,6.5.24.2,labor,13,0.003,
10555,6.5.24.2,material,1642,1.1,
10556,6.5.24.3,labor,10,0.095,
10557,6.5.24.3,labor,27,0.159,
10558,6.5.24.3,labor,12,0.016,
10559,6.5.24.3,labor,13,0.005,
10560,6.5.24.3,material,1643,1.1,
10561,6.6.1.1,labor,10,0.086,
10562,6.6.1.1,labor,15,0.143,
10563,6.6.1.1,labor,12,0.014,
10564,6.6.1.1,labor,13,0.004,
10565,6.6.1.1,material,1342,1.006,
10566,6.6.1.1,material,1343,1.0,
10567,6.6.1.1,material,17,0.05,
10568,6.6.1.1,material,1344,0.05,
10569,6.6.1.1,material,1345,5.024,
10570,6.6.1.1,material,1346,0.502,
10571,6.6.1.1,material,1644,0.2,
10572,7.1.1.1,labor,10,0.2,
10573,7.1.1.1,labor,15,0.1,
10574,7.1.1.1,labor,12,0.01,
10575,7.1.1.1,labor,13,0.003,
10576,7.1.1.1,material,1645,1.05,
10577,7.1.1.1,material,1646,0.003,
10578,7.1.1.1,material,117,0.06,
10579,7.1.1.2,labor,10,0.2,
10580,7.1.1.2,labor,15,0.1,
10581,7.1.1.2,labor,12,0.01,
10582,7.1.1.2,labor,13,0.003,
10583,7.1.1.2,material,1647,1.05,
10584,7.1.1.2,material,1646,0.003,
10585,7.1.1.2,material,117,0.06,
10586,7.1.1.3,labor,10,0.1,
10587,7.1.1.3,labor,15,0.05,
10588,7.1.1.3,labor,12,0.005,
10589,7.1.1.3,labor,13,0.002,
10590,7.1.1.3,material,1645,1.05,
10591,7.1.1.3,material,1646,0.003,
10592,7.1.1.3,material,117,0.06,
10593,7.1.1.3,equipment,15,0.01175,
10594,7.1.1.4,labor,10,0.1,
10595,7.1.1.4,labor,15,0.05,
10596,7.1.1.4,labor,12,0.005,
10597,7.1.1.4,labor,13,0.002,
10598,7.1.1.4,material,1647,1.05,
10599,7.1.1.4,material,1646,0.003,
10600,7.1.1.4,material,117,0.06,
10601,7.1.1.4,equipment,15,0.01175,
10602,7.1.1.5,labor,10,0.2,
10603,7.1.1.5,labor,15,0.1,
10604,7.1.1.5,labor,12,0.01,
10605,7.1.1.5,labor,13,0.003,
10606,7.1.1.5,material,1648,1.05,
10607,7.1.1.5,material,1646,0.004,
10608,7.1.1.5,material,117,0.096,
10609,7.1.1.6,labor,10,0.2,
10610,7.1.1.6,labor,15,0.1,
10611,7.1.1.6,labor,12,0.01,
10612,7.1.1.6,labor,13,0.003,
10613,7.1.1.6,material,1649,1.05,
10614,7.1.1.6,material,1646,0.004,
10615,7.1.1.6,material,117,0.096,
10616,7.1.1.7,labor,10,0.1,
10617,7.1.1.7,labor,15,0.05,
10618,7.1.1.7,labor,12,0.005,
10619,7.1.1.7,labor,13,0.002,
10620,7.1.1.7,material,1648,1.05,
10621,7.1.1.7,material,1646,0.04,
10622,7.1.1.7,material,117,0.096,
